Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
47.0,Male,88.4,1.6,186,126,60,1.86,1160.0,HIIT,,3.5,,3,34.53
21.0,Female,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,,1,21.77
25.0,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,,2.1,3.0,2,12.73
26.0,Female,59.3,1.51,181,129,71,1.7,1096.0,Strength,15.1,2.7,5.0,3,26.01
43.0,Female,70.1,1.66,169,151,58,0.99,673.0,Strength,34.6,2.6,2.0,1,25.44
30.0,Male,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5.0,3,22.43
41.0,Male,47.1,1.78,165,149,65,1.26,929.0,Yoga,24.7,2.4,3.0,1,14.87
41.0,Male,51.5,1.8,166,126,60,1.09,680.0,Strength,26.7,2.1,4.0,2,15.9
38.0,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5.0,3,23.71
40.0,Male,63.0,2.0,176,161,71,1.42,1257.0,Strength,26.8,2.9,4.0,2,15.75
50.0,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4.0,2,16.28
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
18.0,Female,72.7,1.55,172,125,56,0.84,525.0,Cardio,29.8,2.0,3.0,1,30.26
34.0,Male,124.6,1.63,161,136,66,1.41,1055.0,HIIT,27.6,2.8,3.0,2,46.9
41.0,Female,61.9,1.64,166,131,68,1.93,1138.0,Yoga,19.4,2.7,4.0,3,23.01
54.0,Male,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3.0,1,23.74
52.0,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,29.8,1.9,3.0,2,20.16
44.0,Male,102.3,1.63,188,129,52,1.34,856.0,Yoga,20.9,2.6,4.0,2,38.5
27.0,Male,89.3,1.87,169,153,62,1.62,1363.0,Strength,12.7,3.5,5.0,3,25.54
22.0,Male,45.7,1.77,164,139,73,1.04,795.0,HIIT,,2.4,3.0,1,14.59
27.0,Male,106.4,1.86,182,123,50,1.34,907.0,Cardio,20.6,3.1,2.0,1,30.76
29.0,Male,68.0,1.7,190,150,60,0.76,627.0,HIIT,28.9,2.9,2.0,1,23.53
23.0,Male,116.8,1.79,178,127,69,1.0,698.0,Strength,26.8,3.4,4.0,2,36.45
43.0,Male,110.0,1.76,160,122,50,1.09,658.0,Yoga,22.0,3.4,3.0,1,35.51
29.0,Male,125.9,2.0,186,152,67,1.36,1137.0,Strength,24.7,3.1,4.0,2,31.48
36.0,Male,123.7,1.69,185,138,73,1.3,987.0,Cardio,20.4,2.1,4.0,2,43.31
52.0,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4.0,3,28.46
33.0,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,29.7,2.5,4.0,2,22.33
49.0,Male,83.7,1.87,183,158,53,1.29,1009.0,HIIT,23.9,2.3,4.0,2,23.94
33.0,Male,106.5,1.6,183,152,74,1.4,1170.0,Strength,27.3,3.3,4.0,2,41.6
23.0,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4.0,3,23.78
58.0,Female,46.1,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,,2,16.53
19.0,Female,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3.0,1,22.78
41.0,Male,101.1,1.83,160,162,66,0.79,634.0,Yoga,28.6,3.2,2.0,1,30.19
53.0,Male,51.7,1.7,175,152,72,1.15,865.0,HIIT,23.6,3.5,3.0,2,17.89
28.0,Female,78.7,1.63,185,154,59,1.1,847.0,Strength,31.7,1.8,3.0,2,29.62
51.0,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4.0,2,25.35
34.0,Male,102.1,1.71,185,135,72,0.96,713.0,HIIT,27.3,3.2,2.0,1,34.92
42.0,Male,73.5,1.63,188,136,68,0.52,350.0,Strength,26.1,3.2,3.0,1,27.66
53.0,Female,68.1,1.55,164,131,65,1.41,831.0,HIIT,26.1,2.2,4.0,2,28.35
49.0,Female,78.9,1.73,182,151,64,1.38,938.0,Cardio,34.0,2.3,2.0,1,26.36
40.0,Male,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4.0,2,20.86
59.0,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3.0,2,28.05
31.0,Female,63.1,1.64,184,125,51,1.54,962.0,Cardio,19.0,2.7,4.0,3,23.46
42.0,Female,49.2,1.5,173,131,63,1.15,678.0,HIIT,,1.5,3.0,2,21.87
53.0,Female,73.5,1.55,194,153,72,1.17,806.0,HIIT,,2.1,4.0,2,30.59
51.0,Male,109.3,1.78,182,157,64,0.54,420.0,Strength,28.7,3.3,3.0,1,34.5
45.0,Female,73.5,1.74,181,152,50,1.18,807.0,Cardio,30.0,2.3,4.0,2,24.28
58.0,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,,2.3,4.0,2,26.19
32.0,Male,49.3,1.62,167,158,74,1.18,1025.0,Strength,29.3,2.5,3.0,2,18.79
26.0,Female,70.9,1.66,184,125,68,0.81,506.0,HIIT,28.9,1.7,3.0,1,25.73
49.0,Male,70.2,1.89,194,127,51,0.7,440.0,Yoga,29.6,2.6,3.0,1,19.65
40.0,Male,63.8,1.62,185,143,72,1.3,1022.0,HIIT,20.8,3.4,2.0,1,24.31
58.0,Female,46.1,1.67,187,129,70,1.28,743.0,Yoga,25.3,1.8,,2,16.53
50.0,Male,89.6,1.68,182,139,74,1.79,1232.0,Cardio,12.2,3.5,5.0,3,31.75
23.0,Male,83.1,1.8,185,162,56,0.7,624.0,Strength,29.3,3.1,3.0,1,25.65
26.0,Female,76.7,1.63,199,139,72,1.08,751.0,Strength,25.6,1.7,,1,28.87
,Female,44.1,1.62,196,122,58,0.58,354.0,Yoga,25.7,2.7,2.0,1,16.8
56.0,Male,125.3,1.86,197,129,64,1.0,639.0,Yoga,22.7,2.2,3.0,2,36.22
50.0,Male,86.7,1.63,161,143,58,1.7,1203.0,Cardio,12.1,3.5,,3,32.63
23.0,Female,64.5,1.7,187,125,72,0.51,319.0,Cardio,30.4,1.7,2.0,1,22.32
43.0,Male,66.5,1.83,178,136,59,1.11,747.0,Yoga,27.1,2.4,,2,19.86
30.0,Male,107.9,1.66,194,140,64,1.08,832.0,Cardio,29.5,2.8,3.0,2,39.16
47.0,Male,45.9,1.93,166,159,65,1.29,1015.0,Cardio,29.6,2.0,3.0,2,12.32
18.0,Male,62.0,1.85,161,121,53,0.88,586.0,Strength,23.7,3.0,3.0,1,18.12
55.0,Male,63.5,1.86,198,144,53,1.36,969.0,Strength,,2.9,4.0,2,18.35
49.0,Female,49.2,1.54,179,153,63,1.28,881.0,HIIT,30.7,2.1,,2,20.75
34.0,Male,115.3,1.81,181,167,67,1.36,1249.0,Yoga,24.5,2.2,2.0,1,35.19
34.0,Male,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,,1,25.11
18.0,Female,50.7,1.53,181,147,52,1.29,948.0,Yoga,33.0,2.1,3.0,2,21.66
40.0,Female,72.2,1.6,173,130,67,0.87,566.0,Yoga,29.2,1.9,3.0,1,28.2
21.0,Male,101.5,1.95,171,131,69,0.97,699.0,Yoga,27.9,3.1,3.0,1,26.69
30.0,Male,62.9,1.92,170,127,70,1.13,789.0,HIIT,25.2,3.6,2.0,1,17.06
18.0,Male,87.6,1.93,161,139,72,1.72,1315.0,HIIT,11.9,3.5,4.0,3,23.52
48.0,Female,68.2,1.69,170,159,73,0.75,537.0,HIIT,28.4,2.5,3.0,1,23.88
36.0,Female,48.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3.0,1,17.25
45.0,Female,71.2,1.68,172,144,63,1.37,888.0,Strength,34.1,1.6,3.0,1,25.23
50.0,Male,90.8,1.71,173,153,62,1.07,810.0,Yoga,22.6,3.4,4.0,2,31.05
38.0,Female,57.7,1.56,185,132,54,1.64,1082.0,HIIT,16.6,2.7,5.0,3,23.71
,Female,66.5,1.73,163,142,56,1.11,709.0,Yoga,34.7,2.0,3.0,1,22.22
24.0,Male,87.1,1.74,187,158,67,1.57,1364.0,Strength,,3.5,4.0,3,28.77
49.0,Male,105.7,1.64,198,155,59,1.2,921.0,Cardio,29.5,3.1,3.0,2,39.3
39.0,Male,81.7,1.75,165,165,55,1.32,1198.0,Cardio,29.1,2.8,4.0,2,26.68
58.0,Female,75.4,1.78,161,140,63,1.05,662.0,Cardio,26.0,2.5,,2,23.8
,Female,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3.0,1,17.16
29.0,Female,71.8,1.55,190,120,68,1.2,720.0,Cardio,26.3,2.4,4.0,2,29.89
22.0,Male,102.1,1.85,190,157,67,1.48,1278.0,Cardio,28.1,2.4,,2,29.83
58.0,Male,52.0,1.79,173,169,52,1.12,937.0,HIIT,29.6,3.0,3.0,1,16.23
23.0,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3.0,1,16.78
29.0,Male,121.1,1.87,188,130,52,1.31,937.0,HIIT,24.1,3.2,4.0,2,34.63
52.0,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4.0,3,28.46
57.0,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2.0,1,47.72
22.0,Female,50.7,1.59,197,139,66,1.27,883.0,Strength,29.4,1.8,3.0,2,20.05
56.0,Male,125.3,1.86,197,129,64,1.0,639.0,Yoga,22.7,2.2,3.0,2,36.22
36.0,Female,59.1,1.78,184,121,60,0.85,514.0,Cardio,34.5,2.2,2.0,1,18.65
49.0,Male,115.3,1.91,161,125,61,1.38,854.0,HIIT,29.2,3.2,2.0,1,31.61
26.0,Female,59.3,1.51,181,129,71,1.7,1096.0,Strength,15.1,2.7,5.0,3,26.01
48.0,Female,62.9,1.58,192,124,69,1.98,1105.0,Strength,20.0,2.7,,3,25.2
26.0,Male,77.7,1.62,177,126,73,1.16,804.0,Yoga,29.6,3.0,3.0,2,29.61
29.0,Male,55.7,1.61,177,128,51,1.41,993.0,Strength,28.7,2.3,3.0,1,21.49
26.0,Female,54.2,1.65,172,120,58,1.07,642.0,Cardio,34.9,1.9,4.0,2,19.91
53.0,Male,51.7,1.7,175,152,72,1.15,865.0,HIIT,23.6,3.5,3.0,2,17.89
24.0,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2.0,1,15.02
55.0,Female,76.3,1.73,196,158,65,1.08,768.0,Yoga,32.0,2.6,,1,25.49
,Female,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,,1,17.3
40.0,Female,52.6,1.66,198,120,71,1.27,762.0,Strength,,1.7,3.0,2,19.09
55.0,Male,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3.0,1,43.4
50.0,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,,3,23.27
20.0,Male,74.8,1.75,184,121,73,1.33,885.0,Yoga,25.0,3.3,3.0,2,24.42
,Female,67.1,1.75,161,120,59,0.67,362.0,Cardio,31.8,2.7,3.0,1,21.91
53.0,Female,78.3,1.65,164,126,50,1.24,703.0,HIIT,33.7,1.6,3.0,1,28.76
23.0,Male,81.4,1.85,194,150,74,1.6,1320.0,Cardio,12.4,3.5,4.0,3,23.78
57.0,Female,60.9,1.52,196,157,66,1.31,926.0,Strength,30.6,1.8,3.0,2,26.36
21.0,Male,125.2,1.66,196,159,60,1.38,1207.0,HIIT,29.8,3.4,3.0,2,45.43
32.0,Male,85.9,1.6,176,145,60,1.99,1587.0,HIIT,14.5,3.5,5.0,3,33.55
47.0,Female,41.6,1.58,160,163,68,1.03,756.0,Yoga,26.6,2.1,,2,16.66
36.0,Male,70.3,1.72,174,169,73,1.49,1385.0,Cardio,21.3,2.3,3.0,2,23.76
25.0,Female,62.6,1.65,174,142,61,1.2,852.0,Cardio,27.9,2.2,3.0,1,22.99
33.0,Female,59.0,1.67,175,124,55,0.9,558.0,Cardio,33.7,1.9,3.0,1,21.16
33.0,Female,40.5,1.63,181,147,66,1.07,786.0,Yoga,31.9,1.5,4.0,2,15.24
18.0,Female,58.1,1.61,175,150,71,1.9,1425.0,Yoga,15.3,2.7,4.0,3,22.41
33.0,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,,2.7,4.0,3,21.45
22.0,Female,58.3,1.72,173,128,63,1.0,640.0,Yoga,32.6,1.6,3.0,2,19.71
36.0,Female,48.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3.0,1,17.25
41.0,Female,64.9,1.57,166,123,53,1.04,576.0,HIIT,25.9,2.4,4.0,2,26.33
30.0,Male,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5.0,3,22.43
58.0,Female,59.3,1.58,166,165,56,1.97,1463.0,Strength,19.8,2.7,4.0,3,23.75
29.0,Male,121.1,1.87,188,130,52,1.31,937.0,HIIT,24.1,3.2,4.0,2,34.63
39.0,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5.0,3,19.12
18.0,Male,63.2,1.63,162,120,73,0.66,436.0,Cardio,27.5,2.2,3.0,1,23.79
59.0,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3.0,1,24.19
52.0,Female,63.1,1.54,185,165,67,1.36,1010.0,Strength,34.8,1.8,3.0,2,26.61
56.0,Male,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5.0,3,31.53
31.0,Female,66.6,1.67,184,137,71,1.02,699.0,Yoga,31.0,1.5,4.0,2,23.88
31.0,Male,70.2,1.98,199,129,61,0.71,504.0,Yoga,24.2,2.5,2.0,1,17.91
20.0,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4.0,2,25.36
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,2.0,1,21.29
39.0,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,21.1,2.5,4.0,2,32.32
56.0,Male,88.5,1.85,161,144,59,1.57,1119.0,Cardio,11.0,3.5,4.0,3,25.86
22.0,Male,102.6,1.84,163,153,65,1.25,1052.0,Strength,20.5,2.7,3.0,2,30.3
43.0,Female,66.3,1.77,177,157,57,1.48,1046.0,HIIT,32.7,1.7,4.0,2,21.16
36.0,Female,60.0,1.72,161,128,51,1.63,1043.0,Strength,18.2,2.7,5.0,3,20.28
57.0,Female,78.4,1.62,185,149,52,1.01,677.0,Strength,31.7,2.0,4.0,2,29.87
59.0,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3.0,2,28.44
42.0,Male,79.3,1.93,181,147,50,1.22,888.0,Cardio,27.3,3.3,,1,21.29
52.0,Female,60.3,1.68,182,125,64,1.6,900.0,Strength,16.5,2.7,,3,21.36
47.0,Male,88.4,1.6,186,126,60,1.86,1160.0,HIIT,14.2,3.5,5.0,3,34.53
51.0,Female,56.3,1.5,182,142,66,1.43,914.0,Cardio,27.4,2.4,3.0,1,25.02
27.0,Male,104.3,1.68,162,135,62,1.28,950.0,Cardio,29.7,3.5,3.0,2,36.95
46.0,Male,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2.0,1,18.39
54.0,Male,117.2,1.62,172,143,56,1.04,736.0,HIIT,23.1,2.3,4.0,2,44.66
57.0,Female,51.9,1.57,169,151,67,1.05,713.0,HIIT,29.1,2.6,3.0,2,21.06
39.0,Female,64.3,1.69,190,148,58,1.25,925.0,HIIT,26.9,1.9,4.0,2,22.51
50.0,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4.0,2,20.13
31.0,Female,42.3,1.6,163,163,70,1.09,888.0,Cardio,25.1,1.9,3.0,2,16.52
28.0,Male,114.2,1.87,184,166,55,1.05,959.0,Strength,20.2,3.2,3.0,2,32.66
43.0,Male,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,5.0,3,21.8
22.0,Male,117.3,1.68,172,134,57,1.24,914.0,Yoga,28.5,2.7,3.0,2,41.56
,Female,43.8,1.75,180,160,73,1.39,1001.0,Cardio,25.1,1.7,,1,14.3
56.0,Male,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5.0,3,31.53
46.0,Male,103.9,1.77,194,148,54,1.18,864.0,Yoga,20.9,2.9,2.0,1,33.16
20.0,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3.0,2,24.26
32.0,Male,87.9,1.88,173,143,64,1.52,1195.0,Cardio,11.6,3.5,5.0,3,24.87
32.0,Male,102.8,1.98,168,120,61,1.24,818.0,Strength,27.8,2.8,3.0,2,26.22
53.0,Male,51.7,1.7,175,152,72,1.15,865.0,HIIT,23.6,3.5,3.0,2,17.89
43.0,Male,66.5,1.83,178,136,59,1.11,747.0,Yoga,27.1,2.4,3.0,2,19.86
43.0,Female,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4.0,3,17.88
,Female,63.2,1.8,166,157,66,0.59,463.0,Cardio,25.5,2.6,2.0,1,19.51
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
50.0,Male,64.5,1.79,163,130,61,1.17,753.0,Yoga,28.1,2.4,4.0,2,20.13
46.0,Male,84.3,2.0,189,162,66,1.83,1467.0,HIIT,13.3,3.5,5.0,3,21.07
23.0,Female,60.1,1.59,191,123,52,1.8,1107.0,HIIT,17.6,2.7,4.0,3,23.77
53.0,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3.0,2,17.6
38.0,Male,68.7,1.92,170,150,73,1.31,1081.0,Cardio,29.0,3.0,4.0,2,18.64
53.0,Female,55.8,1.55,171,141,54,1.12,711.0,Strength,27.0,1.8,4.0,2,23.23
19.0,Male,95.1,1.85,190,143,50,1.21,952.0,Yoga,25.3,2.3,4.0,2,27.79
36.0,Male,56.2,1.95,183,128,64,1.09,767.0,Strength,22.5,3.4,4.0,2,14.78
34.0,Male,52.0,1.78,171,130,53,1.38,987.0,Strength,22.4,2.7,4.0,2,16.41
23.0,Female,56.7,1.55,179,132,73,1.38,911.0,Cardio,34.0,1.9,4.0,2,23.6
43.0,Male,113.2,1.83,161,134,63,1.45,962.0,Yoga,29.9,2.9,4.0,2,33.8
37.0,Female,71.2,1.64,162,120,73,1.11,666.0,HIIT,29.9,1.7,,2,26.47
30.0,Male,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5.0,3,22.43
35.0,Female,44.6,1.62,196,157,65,0.56,440.0,HIIT,32.4,2.0,2.0,1,16.99
30.0,Male,62.9,1.92,170,127,70,1.13,789.0,HIIT,,3.6,2.0,1,17.06
48.0,Female,71.5,1.64,179,154,60,1.46,1012.0,Yoga,32.5,1.9,4.0,2,26.58
29.0,Male,125.9,2.0,186,152,67,1.36,1137.0,Strength,24.7,3.1,4.0,2,31.48
58.0,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4.0,2,26.19
48.0,Female,71.5,1.64,179,154,60,1.46,1012.0,Yoga,32.5,1.9,4.0,2,26.58
28.0,Female,67.3,1.67,171,157,74,0.61,479.0,Strength,29.2,2.3,3.0,1,24.13
31.0,Female,60.5,1.77,187,127,56,1.72,1092.0,HIIT,15.0,2.7,4.0,3,19.31
59.0,Male,89.4,1.62,198,125,59,1.43,885.0,Strength,23.5,3.6,3.0,2,34.06
46.0,Female,47.9,1.72,171,147,57,1.41,933.0,Cardio,26.3,2.0,3.0,1,16.19
52.0,Male,104.8,1.99,187,130,67,0.93,598.0,Cardio,24.0,2.0,2.0,1,26.46
43.0,Female,53.8,1.72,173,160,71,1.03,742.0,Strength,30.2,2.3,4.0,2,18.19
21.0,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,,2,25.03
20.0,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4.0,2,25.36
39.0,Male,102.3,1.94,192,134,50,0.89,656.0,Yoga,22.9,2.4,3.0,1,27.18
23.0,Male,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4.0,2,44.84
27.0,Male,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2.0,1,19.71
54.0,Male,125.9,1.94,199,132,73,1.35,882.0,Strength,28.5,2.9,3.0,2,33.45
24.0,Female,72.9,1.76,175,127,68,0.86,546.0,Yoga,30.8,1.5,3.0,1,23.53
18.0,Female,66.9,1.75,170,122,61,0.94,573.0,Yoga,26.8,1.7,2.0,1,21.84
45.0,Female,59.4,1.51,169,142,65,1.15,735.0,Strength,33.1,1.9,4.0,2,26.05
23.0,Male,83.1,1.8,185,162,56,0.7,624.0,Strength,29.3,3.1,3.0,1,25.65
,Female,75.7,1.63,161,131,60,0.69,407.0,Cardio,32.6,2.3,3.0,1,28.49
42.0,Male,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,4.0,2,16.04
50.0,Male,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4.0,2,15.65
53.0,Female,47.8,1.76,164,149,74,1.06,711.0,HIIT,28.4,1.5,4.0,2,15.43
37.0,Female,73.3,1.74,188,141,65,1.03,726.0,Cardio,25.5,2.4,3.0,2,24.21
37.0,Female,54.6,1.57,170,150,62,1.31,982.0,Strength,32.1,2.4,,1,22.15
32.0,Female,61.7,1.58,183,135,54,1.87,1262.0,HIIT,16.6,2.7,5.0,3,24.72
51.0,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4.0,2,25.35
38.0,Female,70.3,1.52,164,144,66,1.19,857.0,Yoga,25.6,2.0,,2,30.43
32.0,Female,62.6,1.63,190,161,58,1.67,1344.0,HIIT,15.0,2.7,5.0,3,23.56
53.0,Male,125.1,1.91,171,137,70,0.52,353.0,Strength,28.3,3.1,2.0,1,34.29
18.0,Female,57.2,1.75,193,160,74,1.29,1032.0,Cardio,33.5,2.4,3.0,2,18.68
28.0,Male,128.4,1.86,173,158,71,1.06,921.0,Strength,23.6,3.3,4.0,2,37.11
30.0,Male,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3.0,1,31.08
34.0,Male,88.0,1.64,197,147,70,1.9,1536.0,Yoga,14.4,3.5,4.0,3,32.72
26.0,Male,77.7,1.62,177,126,73,1.16,804.0,Yoga,29.6,3.0,3.0,2,29.61
40.0,Male,51.7,1.82,161,160,71,0.9,792.0,Strength,21.4,3.0,3.0,1,15.61
49.0,Male,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3.0,2,29.98
30.0,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4.0,3,26.66
37.0,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3.0,2,23.53
30.0,Female,61.6,1.52,178,138,71,1.78,1228.0,Cardio,19.5,2.7,4.0,3,26.66
47.0,Male,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4.0,3,21.87
44.0,Male,98.0,1.83,194,130,56,1.28,824.0,Cardio,25.7,3.5,4.0,2,29.26
,Male,80.8,1.98,160,145,50,1.65,1316.0,Strength,14.6,3.5,5.0,3,20.61
28.0,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3.0,2,29.07
21.0,Male,86.6,1.86,163,129,58,1.37,972.0,HIIT,21.8,2.6,3.0,2,25.03
27.0,Male,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5.0,3,32.93
42.0,Male,85.2,1.81,189,151,65,1.54,1151.0,Yoga,13.7,3.5,,3,26.01
43.0,Female,55.2,1.73,167,165,62,1.67,1240.0,Cardio,,2.7,5.0,3,18.44
18.0,Female,66.9,1.57,193,127,63,1.07,679.0,Cardio,30.7,2.2,3.0,2,27.14
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
59.0,Female,75.8,1.77,167,128,53,1.46,841.0,Strength,33.1,1.8,3.0,1,24.19
46.0,Male,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2.0,1,18.39
29.0,Male,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4.0,3,31.63
45.0,Male,113.4,1.71,190,129,63,0.83,530.0,Strength,24.0,2.3,2.0,1,38.78
52.0,Female,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4.0,3,21.53
33.0,Female,59.0,1.67,175,124,55,0.9,558.0,Cardio,33.7,1.9,3.0,1,21.16
,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2.0,1,24.55
22.0,Female,78.5,1.7,177,138,66,1.36,938.0,Strength,31.9,2.1,4.0,2,27.16
33.0,Female,56.4,1.54,165,155,63,1.06,822.0,Strength,29.2,1.5,3.0,1,23.78
,Male,121.3,1.85,196,167,53,0.72,661.0,Yoga,21.6,3.6,2.0,1,35.44
37.0,Female,55.6,1.57,182,123,53,0.97,597.0,Cardio,29.2,2.4,2.0,1,22.56
34.0,Female,56.2,1.77,192,138,59,1.81,1249.0,Cardio,17.3,2.7,5.0,3,17.94
,Female,42.1,1.65,172,132,59,1.22,725.0,Strength,33.0,2.2,2.0,1,15.46
56.0,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2.0,1,27.12
34.0,Female,46.9,1.61,196,161,69,1.02,821.0,Strength,28.6,1.7,3.0,2,18.09
33.0,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,,2.7,4.0,3,21.45
54.0,Male,55.2,1.71,164,152,67,0.77,579.0,Cardio,24.4,2.8,2.0,1,18.88
51.0,Female,77.3,1.58,171,168,68,0.97,733.0,Cardio,31.1,2.0,2.0,1,30.96
45.0,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4.0,2,23.84
39.0,Female,50.3,1.61,167,128,50,1.17,749.0,HIIT,,2.5,2.0,1,19.41
27.0,Male,88.5,1.98,161,153,53,1.8,1515.0,Cardio,11.1,3.5,4.0,3,22.57
34.0,Male,124.6,1.63,161,136,66,1.41,1055.0,HIIT,27.6,2.8,3.0,2,46.9
58.0,Female,56.5,1.7,170,122,57,0.74,406.0,Yoga,27.0,2.7,2.0,1,19.55
55.0,Male,52.1,1.68,180,167,50,0.77,637.0,Yoga,23.6,3.0,3.0,1,18.46
33.0,Female,58.0,1.53,180,126,50,1.84,1159.0,Strength,18.3,2.7,5.0,3,24.78
30.0,Male,120.3,1.96,171,136,65,0.66,494.0,Yoga,23.9,2.6,2.0,1,31.32
31.0,Female,64.4,1.7,160,144,70,1.97,1418.0,Strength,17.3,2.7,5.0,3,22.28
57.0,Male,112.5,1.61,195,165,61,1.24,1013.0,Cardio,22.1,2.7,3.0,2,43.4
,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4.0,3,24.78
19.0,Male,110.8,1.91,161,149,54,1.31,1074.0,Strength,23.3,2.9,2.0,1,30.37
52.0,Male,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5.0,3,26.39
46.0,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4.0,3,24.78
49.0,Male,81.4,1.83,167,125,73,1.98,1225.0,Yoga,13.6,3.5,5.0,3,24.31
43.0,Male,73.2,1.88,176,142,63,1.17,822.0,Cardio,29.4,3.3,3.0,1,20.71
